# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
  34938   34938    3518     892    1
  28072       0   26918   25522    0
  13204    8635   10471    8987    0
  21786       0   12016   10619    0
  55175    4152   45447   36309    0
  55399   22833   14612   30247    1
  29611       0   11360    3429    0
  45744   45744   28313   18651    1
  21819   14284   15604   19969    1
  24130   24130   12637   16923    1
  33699    9434    3006   11933    1
  25320   25319    3751    5499    1
  33309       0   14343   22935    0
  31036   31035   17812    9267    1
  57740   57740   32326   15596    1
  56315    4396    5342   52059    0
  50889   29686   50285    6010    1
   9742    9741    3966    5092    1
  52749    7399    1387   34549    0
  60951   26374   34275   11358    0
  23836       0   16767    9231    0
   6775       0    6006    5788    0
  58289    7162   45411   44354    0
  22940   22940    8990   13687    1
  37144       0   19193   10705    0
  11492     793    1303    5672    0
  42882   42882    4888   39989    1
  24168   24168    5140    6438    1
  55013       0   36195   21700    0
  19775   19774    2837   18256    1
  55689    3545   50182   41689    0
  55098   50568   32318    8869    1
  12538    6283    4367    8158    1
  12188   12188    8483    5551    1
  44093   16216   21063   12108    0
  45426   17025   30198   23610    0
  53585       0   22853   33281    0
  65519       0    6772   39963    0
  55067   32546   45871    5466    1
  56879   22737   21576   56083    0
  32552   32551     720    7825    1
  13739   13738   11311    2642    1
  15050       0   12729    1896    0
  48309   48308   20493   38696    1
   1733    1695     990    1465    1
  13160   13160    3169     717    1
  64954   64954   50090   28450    1
  47063   47063   25967    4844    1
  49529   23328   39265   26470    0
  33808   33808   25160    3536    1
  40185       0   13943   23438    0
   4229    2654    2158      28    1
  51491       0   17630   19311    0
  15206    6704   12780   14735    1
  11365       0    3058    9697    0
  22782   18242     760   10978    1
    417     231     345      92    1
  62690       0   23167   34605    0
   7850    1543    4503    3972    0
   4080    4079    2140    1663    1
  11441   11440   11345    7195    1
  37249       0    1046   10724    0
  50980       0   36778   16586    0
   9238    1247     813    2128    0
  64594   64594   54204   64233    1
  10081    3939    1338    3449    1
   5398    3806    2195    2186    0
  50998   50997   45824   16591    1
  49956   49956   33847   26769    1
  36223    6063   31211   22388    0
  24228     772   20822   10453    0
  58834   58833   54424   42219    1
  48308   48308    9706   37458    1
  14241       0   13422    9150    0
  33663   33662   12252   28579    1
  22787    2529    9528   17680    0
  24146   18879    8026   19714    1
  51392       0   10416   42585    0
   5896    5805    3374    1450    1
  10944   10944    8292    5517    1
  33581   12123    6766   13467    1
  38080   13034   20153   24606    1
  21402   21402   16333   12510    1
  36366   32695   33367   17509    1
  61185    3987   39422   19758    0
  46593   46593   31199   22075    1
    199     150     138     105    0
  35482   35482   20642   29568    1
  51113   20104   43376   39911    0
   6176    2253      75    2027    1
  47565   47564   27617   28079    1
  54556   54556   43862    8296    1
  35879    7277   10871   29325    0
  14766    3124   10763    9244    0
  63092       0   54768   35834    0
  22600     884    5709   19252    0
   7203    1450    6191    2847    0
  24324    8486    1956   16201    0
  39114    4858   16329   19257    1
  26688       0   23023    6591    0
   8703       0    3233    7117    0
  52451   47732   15317   23898    1
  18975   10618    7969   16961    1
   9705    2836    2855    8795    0
  24577    4072   19911   23988    0
  33809    5790   21364    2530    0
  31671   31671   28010   11415    1
  22425    3951   12257   11759    0
   3823     944    1933     585    0
  16564       0   12419   12310    0
   2184    2184     267    1502    1
  42505    3938   33653   24210    0
  22220   20561   17413   17929    1
  34817   13675    6508   16747    1
  16515    7685    2743    4406    1
  18858    5962    4151    3681    0
  35158   30327   30529   23694    1
  20159   13512    1323   19730    0
  13033       0    7528    8087    0
  33286   23714   12958   12335    0
  12633   12632     502   10135    1
   6461    6460    1584    2366    1
  44893       0    8633   30154    0
  48887       0   39569   41123    0
  17129   10985   10720   15781    1
  55318       0   54737   33182    0
  10247    1425    8274      82    0
   5395    1751    4985    4905    0
  32475       0   19667   13894    0
  65104   47944   12246    4472    0
  47532   10225     875   18937    0
  24979    7776   11739   22512    0
  44864   33418   25284    8341    1
  34740   13059   30521   20015    0
  52495   45554   24720   26424    1
  34754    5911   15176   16808    1
  43672       0    7320    3437    0
  65402   65402   34391   26366    1
  33672   33671   24295    4943    1
  52923   48659   15460    9630    1
  39228   26605   10610   11366    1
    144      35      59      92    1
  61785   17908    7231   38985    0
   3738    3738    1290     438    1
  30891   24418    4320    6612    1
  19591     864   10756   10134    0
  27936       0   10903    4779    0
  23895   12418   19917   19300    0
  64493   61797   36037   62394    1
  20480       0   17853    5358    0
   4787    1124    3137    1123    0
  19374   10874    2649   13343    1
  17858    2686   10952   15385    0
   7564    2678    2443    5618    0
  63443   63443   53588   27200    1
  25319   25319   14703    8803    1
  37043   24349   27428    5296    1
  52767   52767   14430   19977    1
  64548   50234   22156   25465    1
  28927    5692   18685   22858    1
  27467   27467    5489    9203    1
  28454   15456    2759     127    0
  60356   32561   48087   36511    0
  45702    8366    5392   42221    0
  25729       0   16950   21649    0
   8428    6952    8117    1603    1
  27620   27620   16698    2569    1
   5098     142    4501    1648    0
  37002   37002   12919   23934    1
  49647       0    4880    8099    0
  53380   47296   37752   40367    1
  18853    3053    7772    9743    1
  16512   16512   13361     153    1
  56139   56139   25242   30090    1
  17896   17896    3908   12518    1
   5140    2069    1374    3859    0
  13766     555    4222   11757    0
  59959   59959   15337   54696    1
  33069       0   25483   10018    0
  49475   30210   31536    5453    1
   8561     269    6751     478    0
  64101   64101   10540   15162    1
  11477    7435    5589   10934    1
  42221   17476   33186   24647    0
   5868    5868    5204    1835    1
  47337   34528   27645   42785    1
  15230    7446   12898   13489    1
  25370       0   24303   19607    0
  20010    4050   10000    9862    0
  33438   32166    3532   25028    1
  65214   22769    1271   41815    0
  14598   14598   10874    4825    1
  59567   59567   14202   50587    1
  53612   42862   21551   41953    1
  58146   58146   21114    8735    1
  44909    1833    9121   43937    0
  39653   26301   33339   33645    1
  61631   18824   53641    5172    1
  21607    8038   10519     940    0
  59233       0   14257   50932    0
  22929    7927     854    5284    1
  48436   11993   35461    1904    0
  54368   22648    2580   26422    0
  46342    2825   35940   31228    0
  41940   32339    2928   17241    1
  50684    7152   12789   45503    0
  27804    7250   24684     925    1
  42155    4466   37430    6782    0
    450     449     430      64    1
  24710    7921    9010   18812    0
  21660    8070   16135   21232    1
  47972   47972   41259   25042    1
  40693   11918   30297   38632    1
  51257   42222   31460   26028    0
  58219   17901   20770    8844    0
  41215   18848   22733    4758    0
  10001    2943    1154    5377    0
  44962   44962   17122   27787    1
  31366   31366   24159   24161    1
  30723   16846   23919   23476    0
  13028     839   10220    3367    0
  65282   54545   51719   42159    0
  14347    3740    3507   10158    0
  50745   29536   18328   21773    1
  19421    6465    8872   14374    1
  20823   17691    2295   15536    1
  32005   31065    7982   24994    1
  16002       0    4507    2961    0
   7870    5056    7807    1169    1
  25783   13915   23688   19447    0
  14159    7809   11774      99    1
   4203       0     733    3859    0
  42458       0   37362   10308    0
  58315       0   45422   18096    0
  14529       0    7256     536    0
  37469    2996   26337   27763    1
  60111   36323   33877   26144    0
  31624   29383    5289    4658    0
  63224   28174   22035   58836    0
  28431    4642   13378    7497    0
  45924   23502    8921   17832    1
  45599       0   35215    4899    0
  59761   34126   45433   27259    0
  39234   39234   38975   24629    1
  64597   19028   41217   30118    0
  42241   42241   30490   19587    1
   4144    2616    1682    1133    0
  56401   56401   39841   19620    1
  39850   27753     808   12011    1
  20891   20891   13146    7095    1
  57802   19629   32856   32136    0
   3804       0    1581    2776    0
  16545    7289    1278     630    0
  19365   17106   15107    6493    1
  63119       0    1182   21454    0
  16495   16495   11540   15738    1
  45555   15762   25865   44051    0
  60782   60782   44695   29187    1
   5869    1350    4060    2617    0
  53399    4987   53076   21801    0
  19356    1738    3038   19239    0
  37825   37825     711   15909    1
  48038       0   36463   17078    0
  56749   26355   41014   15138    0
  59422       0   55521   10380    0
  50000   50000    6225   35657    1
    167     166     150     146    1
  32354       0   21200    7446    0
  45357   29683   18145     492    1
  59499   37270   36210    3966    1
   1399    1398     428     858    1
  55508    2124   37944   52158    0
  48407   19445   36927   39301    1
  61493   61493   50735   15843    1
  30484   23685   27953    8313    1
  17955   17954    8603   11331    1
  21488   21488   20042    8675    1
    668      13     217     545    0
  11823   10248   11426    1161    1
  46523   46522   37212    6522    1
  47804   24870   25843   11153    0
   6795     640    2771    5629    0
   8913    8912    7576    4803    1
  22757   18124   21981    3852    1
  10413   10413    2974    3955    1
  27438   27437   14909    9002    1
  38934   38880   17839   36389    1
  54873   36302   14244   49217    1
   8825       0    6991     958    0
  62695   39366   20768   60211    0
  64964   23057   48693   32932    0
   9469    5660    3608    8870    1
  26737   24324   22305    7724    1
  23765   23765     787   22152    1
  26212   20266   19879   13540    1
  62655   62654   60662   32807    1
   5815       0    1659    1707    0
  64029       0   43809   35399    0
  41570   24827   24510     383    1
  63916   56584   18997   36270    1
  52232   52231    4131   42313    1
  60442   20839   50011    6405    1
  36533    5648   36165    1535    1
  49185   49185   32446   47975    1
  29626   19745   13291   19572    1
  46492   15002   29422   46454    0
  59780   59780   28816   57459    1
  36473   16380   30064   29963    0
  60274   43057    8279    9285    1
  42038   19616    5350   21334    1
  36480     328    8553    1620    0
  42081   40153   41477   21273    1
  26135       0   12601   25427    0
  11191    4745    9017    1431    1
   7455    7454    2741    2945    1
  38531       0   31201   11382    0
  14184    9635     414   14106    0
  63894   38550    9446   28047    1
  22868    3329   13956    2399    0
  21360   12205    8858   18361    1
  31914   31914   24711    7448    1
   7508    3812    6338    4326    0
  11551   11550     772    7696    1
  43286   28053   21631   36554    1
  64899   37246   59118   25857    1
   8459    1387    4651    6748    0
  17874       0   11348    1570    0
  22356   22355    5168   17736    1
  19738   19737    3272   17010    1
  49907   16789   45669   10592    1
   4955    2618    4027    1781    0
   8653    7183    7781    6197    1
   8742    7840    2311      26    1
   8029    4401    1474    1992    1
  52607       0   28421   14993    0
  50414       0    2282   44810    0
  52096   39793   37821   36157    0
  45852    1272   39047   16143    0
  63630   63630   45210   25244    1
   3864       0    3212     450    0
   3322       0    1695    1674    0
  45036       0   43635   15471    0
  51751   40822   35978   34763    0
  59995    9053   26616   18719    0
  43919   38180   34517   24198    1
  65467   65256    3597   56188    1
  31406   31406   19171   13142    1
  14288   11367    6831    2130    1
  10128   10128    8462    2120    1
   5522    5522    4415    1524    1
  44676   42217   29919   34691    1
  22917   20113   15642   15281    0
   8118       0    3747    5755    0
   1904     524    1418     504    0
   7694    7693    1597     357    1
   2915    1281    1892     919    0
  58233   21007    3711   22641    1
  50317   50316   15798   22779    1
  20728    6843    9154    9017    0
  41674   31264    6574   26406    1
  14319   14319    8222   12396    1
  59670   27094   57581   17100    1
  54292    8606   26424   38698    0
  40254   38499   14754   12883    1
  56247   36891    4755   28705    1
   5840    5072     401    1490    1
  25614    7034   16030   10226    0
    324       0     183     142    0
    921     311     353     665    0
  65346   65345   21157   54846    1
   4969    2784    3007    2543    0
    792     580       4     465    1
   4910    2829    2001     194    0
   9313    3603     608    2992    1
  52014    7812   33979    1533    0
  56636   56635   15612   13930    1
  56728   56727    5726   38101    1
  40424   33459   31576   17350    1
  33282       0    4473   19844    0
  38586       0    4655    9941    0
  47926    9906    4913    3394    0
   8868    8868    2459    5198    1
  20896   20895    3184   14578    1
    224     223     158     171    1
  41531   19289   29851   32923    1
  17682   17681   11326   15400    1
  47337   45580   31533   42947    1
  42450   42449   27211   23673    1
  33025       0   24885   32096    0
  33085   24593   28460   23399    0
   1509     549    1435     939    0
  35626   11658    3822   11983    1
  50786   16936   48600   42601    0
  56586    9057   47573   33936    0
  26833   22481    9345    9589    1
  45960   45959   35533   26205    1
  62546   39913   26290   20151    0
  15879   13861    3127    3129    1
  65441       0   33005   47490    0
  61202     176   24461    7675    0
  25710   16677   20263   19938    0
  61066   21500   23731   30352    1
   3690    3689    2987    3486    1
  26737   26450   26343   21671    1
  42846    3105   40444   11608    0
  53244   29930   10651    4059    0
  48594   48594   44839   48452    1
  47573   10634   16311   39202    0
  61988    2176    7738   55588    0
  49142   49142     692   21614    1
   4416       0    1701     215    0
  30154   30154   25847    9235    1
  15454    8313    3013   15162    0
   8577       0    1293    7285    0
  43346       0   25312   29812    0
  45109       0   29619   31358    0
  35090   28909    4995    3415    0
  34708       0   29293   22471    0
  33310       0   19399    2872    0
  30472   30472    5323   14669    1
  49488   49488   15875   47887    1
  42139   13380    3585   29068    0
  62345   62344   38969   48279    1
  24477      94   13284   22759    0
  49224    1540   20470   40560    0
  57272   55757   24076   56224    1
  33266   22551    1579    4213    1
  32148    5359   11234   22772    0
  26046     168   17945   19929    0
  65368   48488    5424   45937    1
  10637    2885    7601    4797    0
  42671   20766   17421   40400    0
  56263   37852   30192   10924    1
  21531    4372   13087    6799    0
   6485       0     148    4735    0
    438      74     125     138    1
  38737   26276    1637    7019    1
  64420   46407   42954   28070    0
  15283       0    8771   13239    0
   4403    3243     138    4314    0
  38999       0   19093   30090    0
   9185    2858    6463    8521    1
  38174   16476   10501   12648    1
  30784   30784   18367   25447    1
  50151   50150    8362   47476    1
  64658   27292    2597    8098    1
  44032    4316   17858   36996    0
  50952   50951   26696   38121    1
  46913   46913   20994   29914    1
  35400   23096   18810    8578    0
  56664   20743    5741   23829    1
  25786     640   12791    2866    0
  39775   24206   25995     289    1
  46604       0   31475    5206    0
  35317   35316     327   11832    1
  24393   22764   20485   12479    1
   6129    6128     617    2503    1
  51353   17020   46970   45716    0
  61651   61651   27622   56550    1
  46250   44750   14251   42538    1
   3083    2251     730     427    0
  56318   56317   43634   50262    1
  15774       0    5086     433    0
  25621   12791   16246   24121    1
  44743   43140   23580   43355    1
  54477       0    8551   29162    0
  26841    9238   26365    5196    1
  38672   14950   32920   22722    0
  34101   34101    9397    3734    1
  40410   27500   36133   36280    1
  20737       0   19014   18168    0
  57546   57546   25871    3204    1
  61694   23043   24795    2214    0
  52071   26066    5930   48089    0
  26372   20061   16838   19451    1
  55156   22042    6568   53740    0
  46299   41996   23154   26934    1
  40737   13623    3998   36010    0
  38972   13065    1707   25968    0
  57194   57194   38797   26362    1
  61869   61869   38806    6125    1
  39274   38748   26357   11259    1
  34631   20104   24024   10705    0
  50692   21708   50054   49810    0
  64370   48722   44648   32793    0
  55486   42211   46417    6314    1
  10711   10711    6259    3513    1
  36301   36301   20135   14258    1
  43663   35520   40631   17525    1
  56139    7152   23617   48966    0
  59767       0   52176   55140    0
  16465   16465    7710   12774    1
  55380   35157    9254   42527    1
  13215       0    3050   11002    0
  44786       0   20124     921    0
  23838   22369    8760   14258    1
  53020   28344   42933   18300    0
  55669       0   23915    8387    0
   3936    3117     961    1589    1
  10349    9133    4346    4475    1
  33393   33393   18699   32143    1
  27388   17652   20012   15765    0
  62548    7975   62101   61558    0
  43187       0   39887   11442    0
  38963   38963    9354   31969    1
  47508   26987   25489   21291    0
  48993   14569   18824   15715    0
  24209   24208    8373   14755    1
  27798    1666   18927   11936    0
   7548    7547     356    5778    1
  27947       0   16382    1482    0
   9776     276    9741    5174    0
  37838   32743    7893    6075    0
  61655   30352   13472   36014    1
  32057   32056   14571   21955    1
  31330       0   24018   28642    0
  36737   31796   32557   35558    1
  33590     579   31272   26542    0
   4089    1744    1569     777    0
  38087   35323   29590   28837    0
  58375   25444   55355   51090    0
  21283    7868    9179   19604    0
   1100     397    1086    1003    0
   6698    6698      68    2362    1
  19644   19644       7   16697    1
  52810   47323   37901   35926    0
  12468   12155   10639    2845    1
  29860    6106    3213   22511    0
   6145    2563    4103    2696    0
  23981    5173   19182   18533    0
  12510   12509   10119    3444    1
  23490   23490   12789   16278    1
  32222       0    9331   21268    0
  38618   12431   17632   22417    1
  22690       0   11106    2485    0
  16519       0    7224    1648    0
  13102    7243   13054    2204    1
  35094    1040   32057   19610    0
  28696   28696    3735   22028    1
   8134    1695    4790    1345    0
  25351   18971   19629    1378    1
   9413    9413    3186    8215    1
  46768   46768   19300   44783    1
   5424       0    3688    3935    0
  56841   56840   18360   40675    1
  53000   52999   12301   27063    1
  18722   18588   12441    5813    1
  56491   32539   44198    8829    1
  44122   44122   11830   19302    1
  37189       0   17466   27920    0
   5830    5829    4495    4123    1
   6181    5524    4908    2446    1
  33765    4401    5537   16517    0
  28316   26743    1865   11539    1
  23914   23914   18188   11006    1
   3631    3631    2327    2305    1
   6759    6759    2886    4455    1
  53125   53125   43983   25789    1
  20111   14586    2255    2570    1
   8538    8538    3701    1381    1
  35740   35739   14009   12621    1
  28103   24038   11606    1423    1
   5608     469    2656     386    0
  37730   37729     217   24155    1
  48493       0   38355   30751    0
  53422   40156   50271   52840    1
  25061       0    9811    9237    0
  23321   23321   20500    4151    1
   1624    1349      40    1287    1
  39605   17764    5552    1405    0
  22430   16715   10483    1973    1
  35666   35666    8552   34472    1
  57028   57028    4495   14173    1
  16967    9922    3096    6347    1
  17960   17959   15812    1571    1
  40538   16519   14697    4499    0
  13219    2025   10087    7980    0
  61638   53210   34438   17197    1
   2043     271     621     277    0
  61741   24528    2940   20188    1
   4956     869     187    2498    0
  33661   33661   17746   11672    1
  56594    1258   38808    7378    0
  20086   13292    7923   11432    1
  41114   19902   25734   25400    0
  51502   34829   13093   14334    1
  24842   22361     544   24771    0
  31437       0    3223   13865    0
   3557    1870    2639    2740    1
  10469       0       4    1428    0
  21852   21851   15752    8930    1
  43404    3179   29312    1011    0
  44252   44252   17127   21570    1
  16792    1530   16087    6782    0
  39535   39534   27140   35322    1
  65409   16606   62790   60320    0
  13005    1857    3522    8531    0
   2990    2131     794    1724    1
  18064   18063    5760   13004    1
  21983   20479    1785   20438    1
  37264       0   13132   36073    0
  14962   14962    4409    3817    1
  26257   26257   23975   21713    1
   5483    5482    3153    1565    1
  14601   10654   11172    3712    1
  45556   22617   41964    8067    1
  41806   41806    4102   13307    1
  51070   48400   23747   46818    1
  47861   34047   29950   34417    1
  31534   31534   27234   16941    1
  19001       0    7620   17167    0
  60264   56764   14219    7161    1
  16219    3380    9337   10016    1
  56766   46036    2431   27662    1
  39257       0    8579   22836    0
  46212   46212   30717    8044    1
  52347   48791    7375   19377    1
  24461   22671   17115   20393    1
  62473   11250   27917   52400    0
   8174    6367    2559    1446    0
  14700   14699    5426    1156    1
  45541   16609    4612   41017    0
  19206    4587    7085    7252    1
  31590   26446   22147   18915    0
  42394       0   38308   38882    0
  16480    6043   13897   12923    0
   2848    2847     881     863    1
  55764   49594   43092   12981    1
  54876   21649   35927   16997    0
  63228   63228   12104   15564    1
  35357   20741    9591   20347    1
  65168       0   10412    3082    0
  64938   64938   47031   47161    1
  30921   30921   23333   26148    1
  55092   25656   53757   45062    0
  25769    6772     906     526    0
  48675   34414    1191   36295    0
  59952   59951   12066   15735    1
  15556     651   11556    7021    0
  63526   63525   42687   21698    1
  53064   34769   51984   31717    1
  65176   13947   16335    3241    0
  11273   11272    1210    4744    1
  23907       0    8625    9152    0
   3381    3380    1760    2938    1
  19130   19130   15051   18668    1
  22841   22840   17647   20801    1
  38176   10912   23967    1585    0
  14669    6474   13299   11665    0
  45429   45429   11490   30343    1
  29601   29601    4688    3638    1
  24906    3490     771    5354    0
  50604   27661   30546   13171    0
  47249       0   46850   28931    0
  61955   61955   12072   16083    1
  59512   25123   25653   42556    1
  44899   38407   41618   20299    1
  46400   25043   22195   35623    1
  42730       0    9089   38111    0
  45497   40508   33423    9110    1
  56727   18546   35683   10168    0
  61960   61959   41239   29505    1
  33510   18725   11353   17781    1
   3266     367    2302    2611    1
  51363   51363   47403    9363    1
  35772   33172    3142   12641    1
   2814    2813    2781    2126    1
  53387   53387   30852   35698    1
   9374    2534    1080    3162    1
  44055   23476   33584   16046    0
   7151     948    4300    2748    0
  50958    8350   19810   38388    0
  61026    4958   31507   10317    0
  41263       0    4665   11884    0
  46794   11478   29814      84    0
  47270    9074    9136   26888    0
  56931   42414   42020   29397    0
  22280   20393   16717   14851    0
   6129    2592    3656    4689    1
  34470    8353    5638    8506    1
  43971   17942   17276   15044    0
  60855       0   55763   22126    0
  59138       0   20868   12272    0
  34344    4946   33586   28046    0
  32060   13270   15129   21218    1
  62328   17143   10876    1995    0
  55952   44930   37006   22665    1
  19463   11520    2326   16861    0
  42891   42890   22640   26906    1
  37439       0   35446   34165    0
  12925       0    5047    3935    0
  29357    6751   25247    6873    0
  30607   25295   26342   26404    1
  54987   54937   49826   13222    1
  43680   43679   22582   20322    1
  50374   15030   31480   30746    0
  25957   19823   19366   25405    1
  63998   63997   23419   46142    1
  56709   56709   34710   18559    1
  37973     696   20138   26026    0
  19842       0    1782   10736    0
  41218   41217   40639   32142    1
  44364   39049   16055   40924    1
  42279       0    8294   41259    0
  25362   10424   10346   10932    1
  16300       0   15330       1    0
  11800    7646   10772    5094    1
   3949       0     998    1214    0
  37640    5644   24053   29433    1
  16178       0    8870    8799    0
  38698   20446   18517    2999    0
  17343     555    4448    3988    0
  19709    2107   13499    1737    0
  31136   22770   27163   21135    0
  25091   20418   10508    2577    1
  48371   39266   43000   11998    1
  40156    5960   37058   11243    0
  33339   15573   28634   17533    0
  65372   65372   62955   52808    1
  30473   28209   27089    6180    1
   3921    1251    1607    1729    1
   9794    2937    2933    3989    1
   7170    4049    1595    4000    1
  47153   18450   14783   25622    1
  11700    7540    8430    7339    0
   6041    6041     260     772    1
  20672   11778    1179   13714    0
  56277   56276   44045   39869    1
  28420       0    4872   27076    0
  40495   21404   12871   24254    1
  61747   27778   36098   20330    0
   6960    2885    4550    1118    0
   3065       0     699    2456    0
   5757    5756    3816    1946    1
   9165    6315    2090    6207    1
  46764       0   23618   29936    0
  56607       0   12611   54126    0
  63192   43022   45468   11897    1
  55242   55242   40607   36079    1
  45126   45126   22979    3503    1
  55556   55555    3173   28563    1
  23796    8663    4206    3167    0
  46675       0   22520   31076    0
  56543   24291   50568   39896    0
  34330   32403   26338   12054    1
  12686   12686    8332   12127    1
  60996   56762   51220   54174    1
  12313   12312    4930    1954    1
  45313    7412    8014   13450    1
   2882    2882    1955    2829    1
  11209       0    3431    7550    0
  37445    8329   22379   25180    1
  27359    4233    4539    9080    0
   7107    7107     959    4149    1
  33119   11230    3132   16773    0
  59401   44711    8721   20842    1
  24386   24386   10603    2300    1
  46065       0   17821   25022    0
   3942    3941    3110     295    1
    470     402     439     215    1
  47369   24371   42171   10317    1
  22045       0   21514   10995    0
  48725   33359   28775   45825    1
  12498   12498    9525    3201    1
  61577       0   41758   19545    0
  46074   46061   10209   32439    1
  18065       0     698    6023    0
  20785       2   12837    8591    0
  42864   33540   22988   10244    1
  31028   31027   19549   28176    1
  17081    4819   15233   12922    0
  53152   53151   41275   44794    1
  10648   10363   10643     566    1
  43578   18244   36860    3154    1
  57862   45593    9318   40039    1
  59981   30065   15639   24926    1
  26925    4844      72   14843    0
  53055   41468   27769   24874    0
  59206      83   17183   25564    0
  41943    4033   27729   26249    0
  55195       0   36082   45724    0
  15320    5700    2896    9776    0
  47154   47154   11077   27902    1
  60596   34539   52101   49184    0
  29187   28988    7428    3193    1
  49029   16376   26457     304    0
  39618   30147    3791   34754    0
  58361   42365    3762   36968    1
  15891   15890    3373   10511    1
  56128   42208   28644   25017    0
   8523    4234    2670    3436    1
  58127       0   22689   22208    0
  16025   12620   13686   10685    0
   4781    2614    3229    3546    1
  40723   33711    9520   34085    1
  32304   32303   21419   12213    1
  58721    5840   46582    1854    0
  62404   62403   31709   40880    1
  30234   27421    6194   26833    1
  18312    1003    7011    7230    1
  36141    1620    3076   19748    0
  31044       0   20413    8672    0
  19476    8875     993     589    0
  57026       0   15467   11815    0
  37909   23374   17998   16599    0
  22739   10592    8354   22394    0
  26002   12788    4655   13855    1
  16425       0    2866   12642    0
  52899   28260   26882   41737    1
  11319     646    4340    6565    0
  26780    8438   12933   24471    0
  36333   20790   12065   32420    1
   5636    4303     558    1766    1
  37765   37765   23542   11619    1
  33871   33871    9884   22587    1
  41695   41694   26990   18512    1
  63885   63885   59366   40075    1
  40553   31338   18108   28804    1
  46017   46017   21984   15124    1
  35262    1249   23785   11956    0
  25691   23728    9756    4502    1
  51873    6609   37273   44940    0
  35704   27671   23024   28413    1
    767     627      79     576    1
  42345   31083   11807   21407    1
  29632       0   27050    6211    0
  12426   12426     546    9137    1
  11655    7765     113     216    1
  52956   52955   46739    9819    1
  42143   29031    4828   21571    1
    176     176     122     101    1
   3395    1848     860    2223    1
  30350   30350    4726   17926    1
  58436   39900   22011   42792    1
  37055   37055   13815    2200    1
  36164   21645   35497   34953    0
  38707   22756   37455   31596    0
   3646       0    1664    2032    0
  57670       0   12723   46402    0
  43125   12596   41161   35662    0
  45592   39906   28823   10392    1
  18909    9641    3298   10395    1
  56792       0   25251   55371    0
  58121   47048   40651    6037    1
  13008   13008    7012    9286    1
  47161   16471   39807   25865    0
   8603       0    5319    3091    0
  12506   12505    4013    2135    1
  15916    7299   15242    4066    1
  43277    2244   22185   12230    0
  12560    6046   11652    6000    0
  16007    8289    4978   12898    1
    563     163     286     436    1
  15736    2503   14265    4110    0
  41566    4417   37276    1769    0
  12254     717   11331    9156    0
  12178   12178    7963     762    1
   8660    6942    3097    8639    1
  49773   49773    2721    7024    1
  11964   10414     888    6184    1
  32120   32119   17609   11023    1
     37      36      19       5    1
  59766   59765    6518   49459    1
  33702       0   26791   31022    0
  32960   12167   28610   18585    0
  19402   16669     487   15077    1
  50917   33021   19798   21656    1
  54562   37021   45818    7527    1
  10134   10133     169    3435    1
  59672   32037   38915   52713    1
  60387    3280   56627   41168    0
  63861   45111   34781   18566    0
  41367   39949   27831   17037    1
  14927       0    8842    1263    0
  63347   63346   61064   19602    1
  14008    5571    7478    9690    1
   2769    2769     946     779    1
  17985   11615    1337    4104    1
  50187    1766   49021   30224    0
   1041     906     318     785    1
  41582   19331   11381   34843    0
  10452   10451    6963    1590    1
   1911    1893     344     167    1
  33722   33721   13489   31387    1
   9273    8136    5026    2043    1
  26831    6480   20649    2546    0
  58025   48743   37020   54807    1
  20146   17480   18995   13966    1
   3905     629    2236    3636    0
  54566   54566   43786   49088    1
     34       1       5      27    0
  43466       0   20933   14468    0
  35567    8136   26241    6543    0
  34462   34461   34170   33002    1
  28383    7769    7960    5517    0
   7762    3285     474     441    0
  39406       0   37448   22174    0
   4214    4214    2409    2712    1
  14228    9054    3138    6465    1
   1658      97     200    1062    0
  15492    9563    1130   10202    1
  47782   44198   19021   22832    1
  53745       0   24906   33441    0
  37123   11945   28551   13345    0
  46266   46266   36963   30456    1
  57071   56329   49523   54539    1
  52561   16524   30434   15534    0
  54849   54849    7829   43113    1
   6756    6755    1120    1228    1
  16699     634    7423    3967    0
   1126     115    1080     814    0
  32454   32454    6123   14740    1
  37793     438    5011   23410    0
  16764    5237    9555    1844    0
  11245   11245    6900     592    1
  59034   36000   33304   57847    1
  23712   23712   12954   11904    1
  38235       0   16974   19543    0
   2858    2756    2230    2671    1
  46030   19241   19909   43617    0
  32550   16461   18371   19370    1
  33771   33316   27685   18002    1
  21834       0   19525    2967    0
  32218   11929   17212   28005    1
  59002   16801   30552   38604    1
  25232   15828   20187   12720    0
   5615     538    1368    1511    1
   6796       0     214    5828    0
  34631   34631   25912   10963    1
  35869   35869   28530   21183    1
  20859       0    5603   18152    0
  28458    8521    8288    9333    1
    909     735     175     152    0
  19864    1690   10299   16718    0
  22226    5123   10181    8730    0
  32730   26621   17846    7406    1
  27536    3995   22044   14499    0
  30771   26574   22814    9250    1
  21072   21071    1964     494    1
  29988   29987   12769   29270    1
  55046   55046   41941   11826    1
  23469   16978    9112   19150    1
  62638   16885   56453   59268    1
  42866   37719   14994   25008    1
   9067    4395    1049    4801    1
  46066    2186   21471    6880    0
  35021   12747   31366    7809    1
  37097   13721    4422   29498    0
